,hero_name,position,facet,matches,build_win_rate,talents,abilities,starting,common_late,early,mid,late,core
684,Terrorblade,Hard Support,CONDEMNED,27,56,"[1, 0]","['Reflection', 'Metamorphosis', 'Reflection', 'Conjure Image', 'Reflection', 'Sunder', 'Reflection', 'Conjure Image', 'Conjure Image', '-4s Reflection Cooldown']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Circlet', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Faerie Fire', 'Quelling Blade', 'Observer and Sentry Wards', 'Slippers of Agility', 'Circlet']",[],"['Boots of Speed', 'Wraith Band', 'Magic Wand', 'Wind Lace']","['Power Treads', 'Drum of Endurance', 'Dragon Lance', 'Spirit Vessel', 'Ring of Basilius', 'Morbid Mask', 'Yasha', 'Hurricane Pike', ""Vladmir's Offering"", 'Force Staff', 'Manta Style', ""Aghanim's Shard"", 'Orchid Malevolence', 'Monkey King Bar', 'Radiance']","['Nullifier', 'Black King Bar', 'Shadow Blade']","['Boots of Speed', 'Magic Wand', 'Power Treads']"
685,Tidehunter,Offlane,KRAKEN SWELL,289,47,"[1, 0, 0, 1]","['Gush', 'Anchor Smash', 'Anchor Smash', 'Kraken Shell', 'Anchor Smash', 'Ravage', 'Anchor Smash', 'Kraken Shell', 'Kraken Shell', '+40 Anchor Smash Damage']","['Tango', 'Quelling Blade', 'Iron Branch', 'Gauntlets of Strength', 'Circlet', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch', 'Iron Branch', 'Ring of Protection']","['Blink Dagger', 'Phase Boots', ""Shiva's Guard"", ""Vladmir's Offering"", 'Eternal Shroud', 'Refresher Orb']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Arcane Boots', 'Wind Lace', 'Ring of Basilius', 'Phase Boots', 'Soul Ring', 'Morbid Mask']","[""Vladmir's Offering"", 'Mage Slayer', 'Blink Dagger', 'Guardian Greaves', ""Eul's Scepter of Divinity"", 'Eternal Shroud', ""Aghanim's Shard"", 'Pipe of Insight', 'Veil of Discord', ""Aghanim's Scepter"", ""Shiva's Guard"", 'Tiara of Selemene']","['Assault Cuirass', 'Scythe of Vyse', 'Black King Bar', 'Crystalys', 'Refresher Orb', 'Boots of Travel', 'Wind Waker', 'Aether Lens', 'Swift Blink']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Ring of Basilius', 'Phase Boots', 'Soul Ring', ""Vladmir's Offering"", 'Blink Dagger', 'Eternal Shroud', ""Aghanim's Scepter"", ""Aghanim's Shard"", 'Pipe of Insight', ""Shiva's Guard"", 'Morbid Mask', 'Veil of Discord']"
686,Tidehunter,Offlane,KRILL EATER,317,53,"[1, 0, 0, 1]","['Gush', 'Anchor Smash', 'Anchor Smash', 'Kraken Shell', 'Anchor Smash', 'Ravage', 'Anchor Smash', 'Kraken Shell', 'Kraken Shell', '+40 Anchor Smash Damage']","['Tango', 'Quelling Blade', 'Circlet', 'Iron Branch', 'Gauntlets of Strength', 'Gauntlets of Strength', 'Magic Stick', 'Iron Branch', 'Iron Branch', 'Ring of Protection']","['Blink Dagger', 'Phase Boots', ""Shiva's Guard"", ""Vladmir's Offering"", 'Refresher Orb', 'Pipe of Insight']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Ring of Basilius', 'Phase Boots', 'Soul Ring', 'Wind Lace', 'Morbid Mask']","[""Vladmir's Offering"", 'Mage Slayer', 'Blink Dagger', ""Aghanim's Shard"", 'Pipe of Insight', 'Eternal Shroud', 'Veil of Discord', ""Eul's Scepter of Divinity"", 'Satanic', ""Aghanim's Scepter"", ""Shiva's Guard"", 'Lotus Orb', 'Assault Cuirass']","['Black King Bar', 'Octarine Core', 'Tiara of Selemene', 'Refresher Orb', 'Scythe of Vyse', 'Wind Waker', 'Divine Rapier', 'Arcane Blink', 'Boots of Travel 2']","['Bracer', 'Bracer', 'Boots of Speed', 'Magic Wand', 'Ring of Basilius', 'Phase Boots', 'Soul Ring', 'Morbid Mask', ""Vladmir's Offering"", 'Mage Slayer', 'Blink Dagger', ""Aghanim's Shard"", 'Veil of Discord', ""Aghanim's Scepter"", ""Shiva's Guard""]"
687,Timbersaw,Carry,TWISTED CHAKRAM,24,63,"[0, 1, 1, 0]","['Whirling Death', 'Reactive Armor', 'Whirling Death', 'Timber Chain', 'Whirling Death', 'Chakram', 'Whirling Death', 'Timber Chain', 'Timber Chain', 'Timber Chain']","['Tango', 'Quelling Blade', 'Circlet', 'Iron Branch', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Faerie Fire', 'Enchanted Mango', 'Circlet']","['Arcane Boots', 'Lotus Orb', 'Kaya', ""Heaven's Halberd"", ""Aghanim's Scepter"", 'Wind Waker']","['Bracer', 'Bracer', 'Boots of Speed', 'Ring of Basilius', 'Arcane Boots', 'Magic Wand', 'Soul Ring', 'Kaya']","['Meteor Hammer', 'Wind Lace', 'Blink Dagger', 'Eternal Shroud', 'Helm of Iron Will', ""Eul's Scepter of Divinity"", 'Tiara of Selemene', 'Veil of Discord', 'Lotus Orb', ""Aghanim's Shard"", 'Kaya and Sange', ""Aghanim's Scepter"", ""Shiva's Guard"", 'Octarine Core', 'Black King Bar', 'Bloodstone']","['Arcane Blink', 'Heart of Tarrasque', 'Guardian Greaves', 'Wind Waker']","['Boots of Speed', 'Ring of Basilius', 'Arcane Boots', 'Magic Wand', 'Soul Ring', 'Kaya', 'Eternal Shroud']"
688,Timbersaw,Mid,SHREDDER,49,41,"[0, 1, 1, 1]","['Whirling Death', 'Reactive Armor', 'Whirling Death', 'Timber Chain', 'Whirling Death', 'Chakram', 'Whirling Death', 'Timber Chain', 'Timber Chain', 'Timber Chain']","['Tango', 'Observer Ward', 'Quelling Blade', 'Iron Branch', 'Faerie Fire', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Circlet']","['Eternal Shroud', 'Blink Dagger', 'Black King Bar', 'Scythe of Vyse', 'Wind Waker', 'Yasha and Kaya']","['Bottle', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring']","['Wind Lace', 'Kaya', 'Blink Dagger', 'Eternal Shroud', ""Eul's Scepter of Divinity"", 'Kaya and Sange', 'Veil of Discord', 'Lotus Orb', ""Aghanim's Scepter"", ""Aghanim's Shard"", ""Shiva's Guard"", 'Black King Bar', 'Dagon']","['Scythe of Vyse', 'Dagon', 'Boots of Travel', 'Dagon', 'Boots of Travel 2', 'Refresher Orb']","['Bottle', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Kaya', 'Blink Dagger', 'Eternal Shroud', ""Eul's Scepter of Divinity"", 'Kaya and Sange', 'Wind Lace', ""Aghanim's Scepter""]"
689,Timbersaw,Mid,TWISTED CHAKRAM,845,52,"[0, 1, 1, 1]","['Whirling Death', 'Reactive Armor', 'Whirling Death', 'Timber Chain', 'Whirling Death', 'Chakram', 'Whirling Death', 'Timber Chain', 'Timber Chain', 'Timber Chain']","['Tango', 'Observer Ward', 'Quelling Blade', 'Faerie Fire', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Gauntlets of Strength']","['Kaya and Sange', 'Blink Dagger', ""Shiva's Guard"", 'Eternal Shroud', 'Scythe of Vyse', 'Black King Bar']","['Bottle', 'Boots of Speed', 'Bracer', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring']","['Kaya', 'Wind Lace', 'Blink Dagger', 'Eternal Shroud', ""Eul's Scepter of Divinity"", 'Veil of Discord', 'Lotus Orb', ""Aghanim's Shard"", 'Kaya and Sange', ""Aghanim's Scepter"", 'Tiara of Selemene', ""Shiva's Guard"", 'Black King Bar', 'Octarine Core', 'Scythe of Vyse']","['Wind Waker', 'Boots of Travel', 'Overwhelming Blink', 'Boots of Travel 2']","['Bottle', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring', 'Kaya', 'Blink Dagger', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", ""Shiva's Guard"", 'Eternal Shroud', ""Aghanim's Scepter"", 'Veil of Discord', 'Kaya and Sange', 'Scythe of Vyse', 'Black King Bar']"
690,Timbersaw,Offlane,SHREDDER,417,55,"[0, 1, 1, 0]","['Whirling Death', 'Timber Chain', 'Timber Chain', 'Whirling Death', 'Timber Chain', 'Chakram', 'Timber Chain', 'Whirling Death', 'Whirling Death', '+1.5 Mana Regen']","['Tango', 'Circlet', 'Gauntlets of Strength', 'Quelling Blade', 'Iron Branch', 'Iron Branch', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch']","['Scythe of Vyse', 'Kaya and Sange', ""Aghanim's Scepter"", 'Eternal Shroud', ""Shiva's Guard"", 'Blink Dagger']","['Bracer', 'Bracer', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring']","['Kaya', 'Wind Lace', 'Blink Dagger', 'Eternal Shroud', ""Eul's Scepter of Divinity"", 'Meteor Hammer', 'Veil of Discord', ""Aghanim's Scepter"", 'Kaya and Sange', ""Aghanim's Shard"", 'Lotus Orb', 'Tiara of Selemene', 'Guardian Greaves', ""Shiva's Guard"", 'Black King Bar', 'Octarine Core']","['Scythe of Vyse', 'Wind Waker', 'Ghost Scepter', 'Overwhelming Blink', 'Shadow Blade']","['Bracer', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring', 'Kaya', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", ""Aghanim's Scepter"", 'Blink Dagger', 'Eternal Shroud', 'Kaya and Sange', 'Veil of Discord', 'Wind Lace', ""Shiva's Guard"", 'Tiara of Selemene', 'Black King Bar', 'Scythe of Vyse', 'Wind Waker', 'Octarine Core']"
691,Timbersaw,Offlane,SHREDDER,92,26,"[0, 1]","['Whirling Death', 'Timber Chain', 'Timber Chain', 'Whirling Death', 'Timber Chain', 'Chakram', 'Timber Chain', 'Whirling Death', 'Whirling Death', '+1.5 Mana Regen']","['Tango', 'Circlet', 'Gauntlets of Strength', 'Quelling Blade', 'Magic Stick', 'Iron Branch', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Enchanted Mango']",[],"['Bracer', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots']","['Kaya', 'Blink Dagger', 'Eternal Shroud', 'Pipe of Insight', 'Blade Mail', ""Aghanim's Scepter"", 'Lotus Orb', ""Shiva's Guard"", 'Moon Shard']",[],"['Bracer', 'Bracer', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring', 'Kaya', 'Blink Dagger', 'Eternal Shroud']"
692,Timbersaw,Offlane,TWISTED CHAKRAM,1195,46,"[0, 1, 1, 0]","['Whirling Death', 'Reactive Armor', 'Whirling Death', 'Timber Chain', 'Whirling Death', 'Chakram', 'Whirling Death', 'Timber Chain', 'Timber Chain', 'Timber Chain']","['Tango', 'Circlet', 'Gauntlets of Strength', 'Quelling Blade', 'Iron Branch', 'Iron Branch', 'Gauntlets of Strength', 'Magic Stick', 'Iron Branch', 'Circlet']","['Blink Dagger', ""Shiva's Guard"", 'Eternal Shroud', 'Kaya and Sange', 'Scythe of Vyse', 'Arcane Boots']","['Bracer', 'Bracer', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring']","['Wind Lace', 'Kaya', 'Helm of Iron Will', 'Blink Dagger', ""Eul's Scepter of Divinity"", 'Eternal Shroud', 'Veil of Discord', ""Aghanim's Shard"", 'Lotus Orb', ""Aghanim's Scepter"", 'Kaya and Sange', ""Shiva's Guard"", 'Tiara of Selemene', 'Black King Bar', 'Octarine Core']","['Scythe of Vyse', 'Wind Waker', 'Boots of Travel', 'Boots of Travel 2', 'Refresher Orb']","['Bracer', 'Boots of Speed', 'Ring of Basilius', 'Magic Wand', 'Arcane Boots', 'Soul Ring', 'Kaya', 'Blink Dagger', ""Shiva's Guard"", 'Kaya and Sange', ""Aghanim's Scepter"", 'Veil of Discord', ""Aghanim's Shard"", 'Wind Lace', 'Eternal Shroud', ""Eul's Scepter of Divinity"", 'Scythe of Vyse', 'Black King Bar', 'Lotus Orb', 'Wind Waker']"
693,Timbersaw,Hard Support,SHREDDER,68,44,"[0, 1, 1, 1]","['Timber Chain', 'Whirling Death', 'Timber Chain', 'Whirling Death', 'Timber Chain', 'Chakram', 'Timber Chain', 'Whirling Death', 'Whirling Death', '+1.5 Mana Regen']","['Tango', 'Sentry Ward', 'Blood Grenade', 'Magic Stick', 'Faerie Fire', 'Iron Branch', 'Observer and Sentry Wards', 'Iron Branch', 'Enchanted Mango', 'Circlet', ""Sage's Mask"", 'Gauntlets of Strength', 'Smoke of Deceit']","['Blink Dagger', ""Aghanim's Scepter"", 'Arcane Boots', 'Black King Bar', 'Scythe of Vyse', 'Eternal Shroud']","['Ring of Basilius', 'Urn of Shadows', 'Boots of Speed', 'Magic Wand', 'Arcane Boots', 'Bracer', 'Soul Ring']","['Wind Lace', 'Blink Dagger', 'Kaya', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", ""Aghanim's Scepter"", 'Black King Bar', 'Eternal Shroud', 'Blade Mail', 'Sange']","['Lotus Orb', 'Bloodstone', 'Tiara of Selemene', 'Boots of Travel']","['Ring of Basilius', 'Boots of Speed', 'Magic Wand', 'Arcane Boots', 'Blink Dagger', ""Aghanim's Scepter"", 'Soul Ring']"
694,Tinker,Mid,TRANSLOCATOR,258,61,"[1, 0, 0, 1]","['Laser', 'March of the Machines', 'March of the Machines', 'Defense Matrix', 'March of the Machines', 'Rearm', 'March of the Machines', 'Laser', 'Laser', 'Laser']","['Tango', 'Observer Ward', 'Faerie Fire', 'Iron Branch', 'Circlet', 'Iron Branch', 'Iron Branch', 'Circlet']","['Arcane Blink', 'Black King Bar', 'Ethereal Blade', ""Linken's Sphere"", 'Scythe of Vyse', ""Aghanim's Scepter""]","['Bottle', 'Null Talisman', 'Null Talisman', 'Blink Dagger']","['Kaya', ""Aghanim's Scepter"", 'Aether Lens', ""Aghanim's Shard"", 'Arcane Blink', 'Black King Bar', 'Phylactery', 'Ghost Scepter', 'Yasha and Kaya', ""Linken's Sphere"", ""Eul's Scepter of Divinity""]","['Khanda', 'Octarine Core', 'Ethereal Blade', 'Scythe of Vyse', 'Wind Waker', 'Witch Blade', 'Parasma']","['Bottle', 'Null Talisman', 'Null Talisman', 'Blink Dagger', 'Kaya', ""Aghanim's Scepter"", 'Aether Lens', ""Aghanim's Shard"", 'Arcane Blink', 'Black King Bar', 'Ghost Scepter', 'Ethereal Blade', ""Linken's Sphere"", 'Yasha and Kaya', 'Phylactery', 'Scythe of Vyse', 'Khanda']"
695,Tinker,Mid,TRANSLOCATOR,218,28,"[1, 1, 0, 1]","['Laser', 'March of the Machines', 'March of the Machines', 'Defense Matrix', 'March of the Machines', 'Rearm', 'March of the Machines', 'Laser', 'Laser', 'Laser']","['Tango', 'Observer Ward', 'Faerie Fire', 'Circlet', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Mantle of Intelligence', 'Circlet']","['Parasma', 'Blink Dagger', 'Hurricane Pike', ""Linken's Sphere"", 'Black King Bar', 'Null Talisman']","['Bottle', 'Null Talisman', 'Null Talisman', 'Blink Dagger']","['Kaya', 'Force Staff', ""Aghanim's Scepter"", 'Witch Blade', 'Phylactery', 'Aether Lens', 'Arcane Blink', ""Aghanim's Shard"", 'Black King Bar', 'Parasma', 'Hurricane Pike', 'Dragon Lance', ""Linken's Sphere"", 'Overwhelming Blink', 'Khanda']","['Veil of Discord', ""Shiva's Guard""]","['Bottle', 'Null Talisman', 'Null Talisman', 'Blink Dagger', 'Kaya', ""Aghanim's Scepter"", 'Aether Lens', 'Phylactery', 'Arcane Blink', 'Witch Blade', 'Black King Bar', 'Parasma', 'Hurricane Pike']"
696,Tinker,Support,REPAIR BOTS,21,43,"[1, 1, 0]","['Laser', 'March of the Machines', 'March of the Machines', 'Defense Matrix', 'March of the Machines', 'Rearm', 'March of the Machines', 'Defense Matrix', 'Defense Matrix', '+1s March of the Machines Duration']","['Tango', 'Blood Grenade', 'Observer and Sentry Wards', 'Circlet', 'Iron Branch', 'Faerie Fire', 'Sentry Ward', 'Mantle of Intelligence', 'Circlet', 'Enchanted Mango', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Quelling Blade']",[],"['Wind Lace', 'Boots of Speed', 'Null Talisman', 'Null Talisman', 'Ring of Basilius', 'Magic Wand', 'Bottle', 'Arcane Boots']","['Pavise', 'Force Staff', 'Holy Locket', 'Blink Dagger', ""Aghanim's Shard"", 'Glimmer Cape', ""Aghanim's Scepter"", 'Arcane Blink', 'Aether Lens', ""Eul's Scepter of Divinity"", 'Parasma', 'Ghost Scepter']","['Ethereal Blade', 'Octarine Core']","['Boots of Speed', 'Magic Wand', 'Bottle']"
697,Tinker,Hard Support,REPAIR BOTS,38,42,"[1, 1, 0]","['Laser', 'March of the Machines', 'Laser', 'March of the Machines', 'Defense Matrix', 'Rearm', 'March of the Machines', 'March of the Machines', 'Defense Matrix', 'Defense Matrix']","['Tango', 'Blood Grenade', 'Sentry Ward', 'Iron Branch', 'Circlet', 'Observer and Sentry Wards', 'Iron Branch', 'Magic Stick', 'Circlet', 'Mantle of Intelligence', 'Iron Branch', 'Faerie Fire', 'Enchanted Mango', 'Boots of Speed']","['Arcane Boots', 'Glimmer Cape', 'Aether Lens', 'Solar Crest', 'Arcane Blink', ""Aghanim's Scepter""]","['Boots of Speed', 'Magic Wand', 'Null Talisman', 'Null Talisman', 'Ring of Basilius', 'Wind Lace']","['Pavise', 'Arcane Boots', 'Holy Locket', 'Solar Crest', 'Force Staff', 'Glimmer Cape', 'Drum of Endurance', 'Dagon', ""Eul's Scepter of Divinity"", 'Boots of Bearing', ""Aghanim's Shard"", 'Aether Lens', 'Blink Dagger', 'Ghost Scepter', 'Dagon', 'Dagon', 'Dagon', 'Arcane Blink']","['Ethereal Blade', 'Dagon', ""Linken's Sphere"", 'Kaya', ""Aghanim's Scepter""]","['Boots of Speed', 'Magic Wand', 'Null Talisman', 'Null Talisman', 'Pavise', 'Arcane Boots', 'Aether Lens', 'Glimmer Cape']"
698,Tiny,Carry,CRASH LANDING,554,51,"[0, 1, 1, 0]","['Tree Grab', 'Avalanche', 'Toss', 'Toss', 'Toss', 'Grow', 'Toss', 'Avalanche', 'Avalanche', 'Avalanche']","['Quelling Blade', 'Tango', 'Circlet', 'Iron Branch', 'Magic Stick', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch', 'Gauntlets of Strength']","['Black King Bar', 'Khanda', 'Swift Blink', 'Assault Cuirass', 'Silver Edge', 'Power Treads']","['Bracer', 'Wraith Band', 'Boots of Speed', 'Null Talisman', 'Soul Ring', 'Magic Wand', 'Power Treads']","['Echo Sabre', 'Blink Dagger', 'Phylactery', 'Shadow Blade', 'Yasha', ""Aghanim's Shard"", 'Khanda', 'Crystalys', 'Sange and Yasha', 'Black King Bar', 'Silver Edge', 'Moon Shard', 'Daedalus', 'Assault Cuirass', 'Satanic', 'Monkey King Bar', 'Harpoon']","['Wind Waker', 'Swift Blink', 'Boots of Travel', 'Divine Rapier']","['Bracer', 'Boots of Speed', 'Soul Ring', 'Magic Wand', 'Power Treads', 'Echo Sabre', 'Blink Dagger', 'Wraith Band', 'Shadow Blade', 'Phylactery', ""Aghanim's Shard"", 'Khanda', 'Crystalys', 'Black King Bar', 'Silver Edge', 'Daedalus', 'Sange and Yasha', 'Assault Cuirass', 'Swift Blink']"
699,Tiny,Carry,INSURMOUNTABLE,598,52,"[0, 1, 1, 0]","['Tree Grab', 'Avalanche', 'Tree Grab', 'Toss', 'Tree Grab', 'Grow', 'Tree Grab', 'Avalanche', 'Avalanche', '+8 Strength']","['Quelling Blade', 'Tango', 'Circlet', 'Iron Branch', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch', 'Slippers of Agility', 'Iron Branch', 'Magic Wand']","['Daedalus', 'Silver Edge', 'Black King Bar', 'Sange and Yasha', 'Monkey King Bar', 'Satanic']","['Bracer', 'Wraith Band', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Echo Sabre']","['Shadow Blade', ""Aghanim's Shard"", 'Yasha', 'Sange', 'Blink Dagger', 'Sange and Yasha', 'Crystalys', 'Moon Shard', 'Black King Bar', 'Morbid Mask', 'Silver Edge', 'Assault Cuirass', 'Daedalus', 'Monkey King Bar', 'Harpoon', 'Satanic']","['Swift Blink', 'Boots of Travel', 'Nullifier']","['Bracer', 'Wraith Band', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Echo Sabre', 'Shadow Blade', ""Aghanim's Shard"", 'Yasha', 'Sange and Yasha', 'Crystalys', 'Black King Bar', 'Daedalus', 'Silver Edge', 'Satanic', 'Blink Dagger', 'Assault Cuirass', 'Moon Shard', 'Morbid Mask', 'Monkey King Bar', 'Harpoon']"
700,Tiny,Mid,CRASH LANDING,4418,55,"[0, 0, 1, 0]","['Tree Grab', 'Toss', 'Toss', 'Avalanche', 'Toss', 'Grow', 'Toss', 'Avalanche', 'Avalanche', 'Avalanche']","['Tango', 'Observer Ward', 'Quelling Blade', 'Faerie Fire', 'Iron Branch', 'Iron Branch', 'Iron Branch']","['Khanda', 'Black King Bar', 'Blink Dagger', 'Power Treads', 'Silver Edge', 'Echo Sabre']","['Bottle', 'Boots of Speed', 'Magic Wand', 'Soul Ring', 'Power Treads', 'Wind Lace', 'Phase Boots']","['Blink Dagger', 'Phylactery', 'Echo Sabre', 'Khanda', 'Crystalys', ""Aghanim's Shard"", ""Eul's Scepter of Divinity"", 'Black King Bar', 'Shadow Blade', ""Aghanim's Scepter""]","['Silver Edge', 'Harpoon', 'Daedalus', 'Assault Cuirass', 'Boots of Travel', 'Wind Waker', 'Overwhelming Blink', 'Divine Rapier', 'Swift Blink', 'Boots of Travel 2']","['Bottle', 'Boots of Speed', 'Magic Wand', 'Soul Ring', 'Power Treads', 'Wind Lace', 'Phase Boots', 'Blink Dagger', 'Phylactery', 'Echo Sabre', 'Khanda', ""Aghanim's Shard"", 'Crystalys', 'Black King Bar', 'Shadow Blade', ""Aghanim's Scepter"", 'Silver Edge', 'Boots of Travel', 'Swift Blink']"
701,Tiny,Mid,INSURMOUNTABLE,54,46,"[0, 1, 1, 0]","['Tree Grab', 'Avalanche', 'Avalanche', 'Toss', 'Avalanche', 'Grow', 'Avalanche', 'Toss', 'Toss', 'Toss']","['Tango', 'Quelling Blade', 'Observer Ward', 'Faerie Fire', 'Iron Branch', 'Iron Branch', 'Iron Branch', 'Iron Branch']","['Daedalus', 'Moon Shard', 'Satanic', 'Swift Blink', 'Harpoon']","['Bottle', 'Boots of Speed', 'Magic Wand', 'Phase Boots', 'Wind Lace', 'Power Treads']","['Blink Dagger', 'Echo Sabre', 'Phylactery', ""Aghanim's Shard"", 'Khanda', 'Shadow Blade', 'Crystalys', 'Black King Bar', 'Moon Shard', 'Sange and Yasha', ""Aghanim's Scepter"", 'Harpoon', 'Satanic', 'Daedalus']","['Silver Edge', 'Monkey King Bar', 'Assault Cuirass', 'Wind Waker', 'Swift Blink']","['Bottle', 'Boots of Speed', 'Magic Wand', 'Wind Lace', 'Power Treads', 'Phase Boots', 'Blink Dagger', 'Echo Sabre', 'Phylactery', 'Khanda', 'Black King Bar']"
702,Tiny,Offlane,CRASH LANDING,1460,52,"[0, 0, 1, 0]","['Tree Grab', 'Toss', 'Toss', 'Avalanche', 'Toss', 'Grow', 'Toss', 'Avalanche', 'Avalanche', 'Avalanche']","['Tango', 'Quelling Blade', 'Iron Branch', 'Circlet', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch', 'Gauntlets of Strength', 'Iron Branch']","['Khanda', 'Blink Dagger', 'Black King Bar', 'Power Treads', 'Wind Waker', 'Silver Edge']","['Bracer', 'Wraith Band', 'Boots of Speed', 'Null Talisman', 'Ring of Basilius', 'Soul Ring', 'Arcane Boots', 'Magic Wand', 'Power Treads', 'Phase Boots', 'Wind Lace']","['Blink Dagger', 'Phylactery', 'Echo Sabre', 'Crystalys', 'Khanda', ""Eul's Scepter of Divinity"", ""Aghanim's Shard"", 'Shadow Blade', 'Black King Bar', 'Octarine Core', ""Aghanim's Scepter""]","['Silver Edge', 'Assault Cuirass', 'Wind Waker', 'Boots of Travel', 'Daedalus', 'Overwhelming Blink', 'Swift Blink', 'Divine Rapier']","['Bracer', 'Boots of Speed', 'Phase Boots', 'Arcane Boots', 'Blink Dagger', 'Phylactery', 'Echo Sabre', 'Wind Lace', 'Khanda', 'Magic Wand', 'Soul Ring', 'Power Treads', ""Aghanim's Shard"", 'Crystalys', 'Shadow Blade', 'Black King Bar', ""Eul's Scepter of Divinity"", ""Aghanim's Scepter"", 'Silver Edge', 'Wind Waker', 'Daedalus']"
703,Tiny,Offlane,INSURMOUNTABLE,26,35,"[0, 1, 1]","['Tree Grab', 'Avalanche', 'Avalanche', 'Toss', 'Avalanche', 'Grow', 'Avalanche', 'Toss', 'Toss', 'Toss']","['Tango', 'Quelling Blade', 'Iron Branch', 'Circlet', 'Gauntlets of Strength', 'Iron Branch', 'Magic Stick', 'Gauntlets of Strength', 'Iron Branch', 'Enchanted Mango', 'Ring of Protection']",[],"['Bracer', 'Null Talisman', 'Boots of Speed', 'Soul Ring', 'Magic Wand', 'Power Treads']","['Wind Lace', 'Blink Dagger', 'Echo Sabre', 'Yasha', ""Aghanim's Shard"", 'Phylactery', 'Sange and Yasha', 'Shadow Blade', 'Khanda', 'Crystalys', 'Black King Bar', 'Assault Cuirass', 'Silver Edge', ""Aghanim's Scepter"", 'Daedalus']","['Wind Waker', 'Octarine Core', 'Boots of Travel']","['Bracer', 'Boots of Speed', 'Magic Wand', 'Power Treads', 'Blink Dagger', 'Echo Sabre']"
704,Tiny,Support,CRASH LANDING,4020,53,"[1, 0, 0, 0]","['Toss', 'Avalanche', 'Toss', 'Avalanche', 'Toss', 'Grow', 'Toss', 'Avalanche', 'Avalanche', '+200 Avalanche Cast Range']","['Blood Grenade', 'Tango', 'Sentry Ward', 'Observer and Sentry Wards', 'Wind Lace', 'Iron Branch', 'Magic Stick', 'Enchanted Mango', 'Boots of Speed', 'Iron Branch', 'Faerie Fire', 'Clarity']","['Blink Dagger', 'Arcane Boots', 'Force Staff', 'Wind Waker', ""Eul's Scepter of Divinity"", 'Khanda']","['Boots of Speed', 'Wind Lace', 'Ring of Basilius', 'Arcane Boots', 'Magic Wand']","['Blink Dagger', 'Phylactery', ""Aghanim's Shard"", ""Eul's Scepter of Divinity"", 'Force Staff', 'Ghost Scepter', 'Crystalys', 'Khanda', 'Lotus Orb']","['Wind Waker', 'Octarine Core', 'Black King Bar', 'Scythe of Vyse', 'Boots of Travel', 'Daedalus', 'Boots of Travel 2']","['Boots of Speed', 'Wind Lace', 'Arcane Boots', 'Magic Wand', 'Blink Dagger', ""Aghanim's Shard"", ""Eul's Scepter of Divinity"", 'Ring of Basilius', 'Force Staff', 'Phylactery', 'Khanda', 'Wind Waker', 'Boots of Travel']"
